ENSG,ENSG00000198938.2,ENSG00000198712.1,ENSG00000198886.2,ENSG00000198804.2,ENSG00000198840.2,ENSG00000198899.2,ENSG00000198727.2,ENSG00000210082.2,ENSG00000142515.13,ENSG00000263639.4
TCGA-CH-5752-01A,5457.46984655,5675.58971755,4470.05824263,4873.28614865,2370.94039078,3921.81685527,2438.28887405,2336.10965418,1127.41740014,13.0534452644
TCGA-ZG-A9LS-01A,9219.37945633,8829.98248851,8657.12024163,8269.28591688,6269.17783056,5988.26418007,6002.94222284,6364.49376002,1406.88098685,1177.20765165
TCGA-V1-A9ZR-01A,7575.02770361,6470.47122814,6470.13968527,7043.112485100001,5594.96355119,5271.72626867,4207.80261613,6771.987169600001,1199.47765104,167.26624802
TCGA-KC-A7F3-01A,11164.703201200002,9960.21600948,5959.912632199998,5894.6674006,5039.93407102,6615.46512455,5668.17052726,4866.66613393,4143.74226415,8098.52270909
TCGA-HC-7232-01A,6629.53478695,5801.40446466,5465.44531682,6494.75257526,2945.42967656,4208.07376857,3282.72332566,3522.13141277,3641.85761569,1761.39435255
TCGA-CH-5745-01A,3968.120645,4539.19586725,4691.26726301,4847.20968324,2797.13786182,3380.68912548,3598.50754456,2341.91872968,3691.96408242,2437.83509421
TCGA-VP-A87C-01A,3603.32590942,4289.30284877,2935.97720406,3701.2596973,1901.27403439,2390.99064948,2794.73724959,2575.20111873,1626.26535308,4672.84139462
TCGA-G9-6354-01A,12149.436686,14089.6643128,12239.4845614,13272.2717589,8458.13013233,8547.42964557,5761.43688579,5245.56169074,8088.10830491,10283.1071398
TCGA-G9-6370-01A,8778.18173383,7007.94462294,7131.65305563,7548.18113881,6353.97423022,5743.52741207,5115.30171521,5206.70688053,3052.24783282,2585.60207207
TCGA-V1-A8MU-01A,5072.38382936,5058.82451106,3379.33387089,2161.95692157,2995.16092137,2522.60403556,3534.28875967,2936.05275275,6534.32918775,4657.02293664
TCGA-YL-A8SH-01B,9047.12723281,11542.9950057,9942.76005071,9365.52883602,10217.07734,7941.816898800002,7718.14849581,5568.60865066,2506.27425328,185.93236213
TCGA-V1-A8MK-01A,7159.07238668,6790.0963257,6789.60147894,8377.57864288,3471.56061837,4313.65597588,4635.46036398,4135.5060005999985,5116.19890562,11536.0529315
TCGA-EJ-A65E-01A,5214.84994942,5049.81259225,4715.44995907,5448.73418149,2812.44944313,3441.51441848,3119.35708557,2872.26047041,5925.60971185,3234.57204542
TCGA-KK-A8IF-01A,9991.08115341,11198.194485200003,10447.5854137,4547.68235127,5712.41766304,5923.82522012,6536.70234728,4041.19967083,1207.68595894,578.797849609
TCGA-YL-A9WX-01A,6614.95832579,5577.32771096,5066.99929041,6396.58148202,4296.95352259,4278.30366395,4193.9624881,4061.64730448,3287.82188339,9431.00588707
